JobID,JobName,JobCode,MoldDesignID,InstructionID,ProcessingItemID,ResponsiblePersonID,MachiningCustomerID,OutsourcingID,MoldID,JobType,JobStartDate,JobEndDate,JobQuantity,JobStatus,JobDescription,JobNote,IDMaKhuonThietKe,IDVatLieuNhua,YearPeriod,MonthPeriod,Approved,DeliveryDeadline,ReleasePeriod,BeginDate,DateEntry,PostProductionFeedback,AnhKhuonJob,NgayChupAnhKhuonJob,KhoiLuongKhuonJob,NoiGCkhuon,FormingLocation,MoldShippingDate,TeflonWaiting,InventoryCheckUponReProduction,DrawingChecUponReProduction,ToleranceX,ToleranceY,SeparateCutter,QuantitySentToTheOffice,NoiNhan,PriceQuote,UnitPrice,LoaiThungDong,BaoNilon,PocketTEST,ProductionCommunication,PlugAri,TrayWeight,IsSelected,JobFolderLink,Vt1,Split1,Split1Right,Vt2,Split2,Split2Right,Vt3,Split3,Split3Right,JobCodeAuto
827,MTM-187D,MTM187D,4426,,2,1,2,,5410,,,,1,,,,,,2025,5,TRUE,5/17/2025,1.新規金型,,5/15/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,MTM,187D,0,187D,187D,0,187D,187D,MTM187D
828,BSZ-001D,BSZ001D,4427,,2,1,2,,5411,,,,1,,,,,,2025,5,TRUE,5/23/2025,2.新規,,5/15/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,BSZ,001D,0,001D,001D,0,001D,001D,BSZ001D
829,JAE-347,JAE347,4428,,1,1,2,,5412,,5/16/2025,,1,,,,,,2025,5,TRUE,5/27/2025,1.新規金型,,5/16/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,161,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,347,0,347,347,0,347,347,JAE347
831,MTM-185 R1,MTM185R1,4429,,1,1,2,,5413,,5/19/2025,,1,,,,,,2025,5,TRUE,5/28/2025,1.新規金型,,5/19/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,MTM,185 R1,0,185 R1,185 R1,0,185 R1,185 R1,MTM185 R1
832,SCW-003D,SCW003,4430,,1,1,2,,5414,,,,1,,,,,,2025,5,TRUE,5/28/2025,1.新規金型,,5/19/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,SCW,003D,0,003D,003D,0,003D,003D,SCW003D
833,JAE-325 R2,JAE325R2,4431,,1,1,2,,4667,,,,1,,,,,,2025,0,TRUE,5/21/2025,2.新規,,5/20/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,JAE,325 R2,0,325 R2,325 R2,0,325 R2,325 R2,JAE325 R2
834,ASH-011,ASH011,4432,,1,1,2,,5415,,5/22/2025,,1,,,,,,2025,5,TRUE,5/30/2025,1.新規金型,,5/21/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,62.3,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,ASH,011,0,011,011,0,011,011,ASH011
835,ASH-012,ASH012,4433,,1,1,2,,5416,,5/22/2025,,1,,,,,,2025,5,TRUE,5/31/2025,1.新規金型,,5/21/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,65.8,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,ASH,012,0,012,012,0,012,012,ASH012
836,MTM-188D,MTM188D,4434,,2,1,2,,5417,,,,1,,,,,,2025,5,TRUE,5/29/2025,1.新規金型,,5/23/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,MTM,188D,0,188D,188D,0,188D,188D,MTM188D
837,MRD-001 R1,MRD001R1,4436,,1,1,2,,5418,,6/2/2025,,1,,,,,,2025,5,TRUE,6/9/2025,1.新規金型,,5/26/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,45.5,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,MRD,001 R1,0,001 R1,001 R1,0,001 R1,001 R1,MRD001 R1
838,MTM-186,MTM186,4437,,1,1,2,,5419,,5/26/2025,,1,,,,,,2025,5,TRUE,6/3/2025,1.新規金型,,5/26/2025,,,,,1. 社内,1. 社内,6/23/2025,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,MTM,186,0,186,186,0,186,186,MTM186
839,JAE-348,JAE348,4438,,1,1,2,,5420,,5/27/2025,,1,,,,,,2025,5,TRUE,6/3/2025,2.新規,,5/27/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,348,0,348,348,0,348,348,JAE348
840,KSP-208,KSP208,4439,,1,1,2,,5421,,5/28/2025,,1,,,,,,2025,6,TRUE,6/5/2025,1.新規金型,,5/28/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,67.9,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,KSP,208,0,208,208,0,208,208,KSP208
842,KSP-209,KSP209,4440,,1,1,2,,5422,,5/28/2025,,1,,,,,,2025,6,TRUE,6/6/2025,1.新規金型,,5/28/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,48.3,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,KSP,209,0,209,209,0,209,209,KSP209
843,SCW-003 R4,SCW003R4,4442,,1,1,2,,5423,,7/23/2025,,1,,,,,,2025,7,TRUE,8/1/2025,1.新規金型,,5/29/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,56.7,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,SCW,003 R4,0,003 R4,003 R4,0,003 R4,003 R4,SCW003 R4
844,SCW-001,SCW001,4443,,1,1,2,,5424,,6/4/2025,,1,,,,,,20250,6,TRUE,6/11/2025,1.新規金型,,5/30/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,86.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,SCW,001,0,001,001,0,001,001,SCW001
845,SCW-002,SCW002,4444,,1,1,2,,5425,,6/4/2025,,1,,,,,,2025,6,TRUE,6/12/2025,1.新規金型,,5/31/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,86.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,SCW,002,0,002,002,0,002,002,SCW002
846,BSZ-001,BSZ001,4445,,1,1,2,,5426,,6/2/2025,,1,,,,,,2025,6,TRUE,6/10/2025,2.新規,,6/2/2025,,,,4.2,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,76.3,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,BSZ,001,0,001,001,0,001,001,BSZ001
847,ENT-003,ENT003,4446,,1,1,2,,5427,,6/5/2025,,1,,,,,,2025,6,TRUE,6/14/2025,1.新規金型,,6/5/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,148.4,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,ENT,003,0,003,003,0,003,003,ENT003
848,JAE-350 R1,JAE350R1,4447,,1,1,2,,5428,,6/9/2025,,1,,,,,,2025,6,TRUE,6/20/2025,1.新規金型,,6/9/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,152.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,350 R1,0,350 R1,350 R1,0,350 R1,350 R1,JAE350 R1
849,JAE-351,JAE351,4448,,1,1,2,,5429,,6/9/2025,,1,,,,,,2025,6,TRUE,6/19/2025,1.新規金型,,6/10/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,152.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,351,0,351,351,0,351,351,JAE351
850,JAE-349 R2,JAE349R2,4449,,1,1,2,,5430,,6/10/2025,,1,,,,,,2025,6,TRUE,6/17/2025,1.新規金型,,6/11/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,175,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,349 R2,0,349 R2,349 R2,0,349 R2,349 R2,JAE349 R2
851,JAE-347 R2,JAE347R2,4450,,1,1,2,,5431,,6/11/2025,,1,,,,,,2025,6,TRUE,6/23/2025,1.新規金型,,6/12/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,161,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,347 R2,0,347 R2,347 R2,0,347 R2,347 R2,JAE347 R2
852,ADY-130,ADY130,4451,,1,1,2,,5432,,6/12/2025,,1,,,,,,2025,6,TRUE,6/24/2025,1.新規金型,,6/13/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,83.3,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,ADY,130,0,130,130,0,130,130,ADY130
853,SCW-003D R2,SCW003DR2,4453,,2,1,2,,5433,,,,1,,,,,,2025,6,TRUE,6/20/2025,1.新規金型,,6/14/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,SCW,003D R2,0,003D R2,003D R2,0,003D R2,003D R2,SCW003D R2
854,RPD-001 R2,RPD001R2,4455,,1,1,2,,5435,,6/16/2025,,1,,,,,,2025,6,TRUE,6/30/2025,1.新規金型,,6/16/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,155.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,RPD,001 R2,0,001 R2,001 R2,0,001 R2,001 R2,RPD001 R2
855,RPD-002 R2,RPD002R2,4456,,1,1,2,,5436,,6/16/2025,,1,,,,,,2025,6,TRUE,7/1/2025,1.新規金型,,6/18/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,155.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,RPD,002 R2,0,002 R2,002 R2,0,002 R2,002 R2,RPD002 R2
856,MTM-188,MTM188,4457,,1,1,2,,5437,,6/17/2025,,1,,,,,,2025,6,TRUE,7/1/2025,1.新規金型,,6/18/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,MTM,188,0,188,188,0,188,188,MTM188
857,JAE-345A R3,JAE345AR3,4458,,1,1,1,1,5438,,6/18/2025,,1,,,,,,2025,6,TRUE,6/30/2025,1.新規金型,,6/20/2025,,,,,1. 社内,2. 外注,6/27/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,136.5,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,345A R3,0,345A R3,345A R3,0,345A R3,345A R3,JAE345A R3
858,JAE-345B R3,JAE345BR3,4459,,1,1,1,1,5439,,6/18/2025,,1,,,,,,2025,6,FALSE,7/1/2025,1.新規金型,,6/20/2025,,,,,1. 社内,1. 社内,6/26/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,136.5,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,345B R3,0,345B R3,345B R3,0,345B R3,345B R3,JAE345B R3
859,JAE-352A,JAE352A,4460,,1,1,1,1,5440,,6/19/2025,,1,,,,,,2025,6,TRUE,7/2/2025,1.新規金型,,6/20/2025,,,,,1. 社内,1. 社内,6/27/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,135.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,352A,0,352A,352A,0,352A,352A,JAE352A
860,JAE-352B,JAE352B,4461,,1,1,1,1,5441,,6/19/2025,,1,,,,,,2025,6,TRUE,7/3/2025,1.新規金型,,6/21/2025,,,,,1. 社内,1. 社内,6/27/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,135.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,352B,0,352B,352B,0,352B,352B,JAE352B
861,JAE-344A R4,JAE344AR4,4462,,1,1,1,1,5442,,6/23/2025,,1,,,,,,2025,6,TRUE,7/8/2025,1.新規金型,,6/24/2025,,,,,1. 社内,1. 社内,7/3/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,140,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,344A R4,0,344A R4,344A R4,0,344A R4,344A R4,JAE344A R4
862,JAE-344B R4,JAE344BR4,4463,,1,1,1,1,5443,,6/23/2025,,1,,,,,,2025,6,TRUE,7/9/2025,1.新規金型,,6/24/2025,,,,,1. 社内,1. 社内,7/3/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,140,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,344B R4,0,344B R4,344B R4,0,344B R4,344B R4,JAE344B R4
863,SSM-014,SSM014,2224,,7,1,2,,203,,,,1,,,,,,2025,0,TRUE,6/25/2025,6.その他,,6/24/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,SSM,014,0,014,014,0,014,014,SSM014
864,ASH-013 (NG),ASH013R1,4464,,1,1,2,,5444,,6/25/2025,,1,,,プログラムが間違えてNGです。,,,2025,0,TRUE,7/2/2025,1.新規金型,,6/26/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,47.6,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,ASH,013 (NG),0,013 (NG),013 (NG),0,013 (NG),013 (NG),ASH013 (NG)
865,JAE-343B R3,JAE343BR3,4465,,1,1,1,1,5445,,6/18/2025,,1,,,,,,2025,6,TRUE,7/7/2025,1.新規金型,,6/26/2025,,,,,1. 社内,1. 社内,7/2/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,137.9,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,JAE,343B R3,0,343B R3,343B R3,0,343B R3,343B R3,JAE343B R3
866,JAE-343A R3,JAE343AR3,4466,,1,1,1,1,5446,,6/18/2025,,1,,,,,,2025,6,TRUE,7/4/2025,1.新規金型,,6/26/2025,,,,,1. 社内,1. 社内,7/2/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,137.9,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,343A R3,0,343A R3,343A R3,0,343A R3,343A R3,JAE343A R3
867,KSC-005,KSC005,4467,,1,1,2,,5447,,6/23/2025,,1,,,,,,2025,6,TRUE,7/3/2025,1.新規金型,,6/26/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,67.2,1. 印刷,1. 要,,,FALSE,,FALSE,,4,KSC,005,0,005,005,0,005,005,KSC005
868,ASH-013 R1,ASH013R1,4464,,1,1,2,,5448,,,,1,,,再加工,,,2025,6,TRUE,7/3/2025,1.新規金型,,6/30/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,ASH,013 R1,0,013 R1,013 R1,0,013 R1,013 R1,ASH013 R1
869,YCM-076D,YCM076D,4468,,2,1,2,,5449,,,,1,,,,,,2025,6,TRUE,7/9/2025,1.新規金型,,6/30/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,YCM,076D,0,076D,076D,0,076D,076D,YCM076D
870,MTM-187D R4,MTM187DR4,4469,,2,1,2,,5450,,,,1,,,,,,2025,7,TRUE,7/7/2025,1.新規金型,,7/1/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,MTM,187D R4,0,187D R4,187D R4,0,187D R4,187D R4,MTM187D R4
871,DIC-162 R2,DIC162R2,4470,,1,1,1,1,5451,,7/1/2025,,1,,,,,,2025,7,TRUE,7/12/2025,1.新規金型,,7/1/2025,,,,,1. 社内,1. 社内,7/9/2025,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,DIC,162 R2,0,162 R2,162 R2,0,162 R2,162 R2,DIC162 R2
872,TKD-023D,TKD023D,4471,,2,1,2,,5452,,,,1,,,,,,2025,7,TRUE,7/15/2025,1.新規金型,,7/1/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TKD,023D,0,023D,023D,0,023D,023D,TKD023D
873,MTM-185D R3,MTM185DR3,4472,,2,1,2,,5453,,,,1,,,,,,2025,7,TRUE,7/4/2025,1.新規金型,,7/1/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,MTM,185D R3,0,185D R3,185D R3,0,185D R3,185D R3,MTM185D R3
874,TE-0-720992-4 プレート・治具,TE07209924,3615,,1,1,1,,4660,,,,1,,,圧空BOX　幅600　サブ板付,,,2025,0,TRUE,,1.新規金型,,7/3/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,3,TE,0-720992-4 プレート・治具,2,0,720992-4 プレート・治具,7,720992,4 プレート・治具,TE07209924 プレート・治具
875,TE-5-159-2 R2,TE51592R2,4473,,1,1,2,,5454,,,,1,,,,,,2025,0,TRUE,7/4/2025,1.新規金型,,7/4/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,3,TE,5-159-2 R2,2,5,159-2 R2,4,159,2 R2,TE51592 R2
876,TE-5-159-3 R2,TE51593R2,4474,,1,1,2,,5455,,,,1,,,,,,2025,0,TRUE,7/4/2025,1.新規金型,,7/4/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,3,TE,5-159-3 R2,2,5,159-3 R2,4,159,3 R2,TE51593 R2
877,MTM-187 R4,MTM187R4,4475,,1,1,2,,5456,,7/11/2025,,1,,,,,,2025,7,TRUE,7/18/2025,1.新規金型,,7/11/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,MTM,187 R4,0,187 R4,187 R4,0,187 R4,187 R4,MTM187 R4
878,KR-001,KR001,1033,,1,1,2,,2947,,,,1,,,外形調整-0.5ｍｍ　（498ｘ346）,,,2025,0,TRUE,7/12/2025,4.修理,,7/11/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,3,KR,001,0,001,001,0,001,001,KR001
879,TIH-010,TIH010,3014,,7,1,2,,5397,,,,1,,,,,,2025,0,TRUE,7/12/2025,1.新規金型,,7/11/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,TIH,010,0,010,010,0,010,010,TIH010
880,MTM-185 R3,MTM185R3,4528,,1,1,2,,5511,,7/12/2025,,1,,,,,,2025,7,TRUE,7/22/2025,1.新規金型,,7/12/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,1. 有,0,メール通り,TRUE,,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,MTM,185 R3,0,185 R3,185 R3,0,185 R3,185 R3,MTM185 R3
881,JAE-353 R1,JAE353R1,4529,,1,1,2,,5512,,7/12/2025,,1,,,,,,2025,7,TRUE,7/23/2025,1.新規金型,,7/14/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,83.3,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,JAE,353 R1,0,353 R1,353 R1,0,353 R1,353 R1,JAE353 R1
882,CHG-002D AB,CHG002DAB,4530,,2,1,2,,5513,,,,1,,,,,,2025,7,TRUE,7/24/2025,1.新規金型,,7/15/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,CHG,002D AB,0,002D AB,002D AB,0,002D AB,002D AB,CHG002D AB
883,CHG-003D AB,CHG003DAB,4531,,2,1,2,,5514,,,,1,,,,,,2025,7,TRUE,7/25/2025,1.新規金型,,7/15/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,CHG,003D AB,0,003D AB,003D AB,0,003D AB,003D AB,CHG003D AB
884,CHG-001 R4,CHG001R4,4532,,1,1,2,,5515,,7/16/2025,,1,,,,,,2025,7,TRUE,7/26/2025,1.新規金型,,7/16/2025,,,,10.55,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,141.4,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,CHG,001 R4,0,001 R4,001 R4,0,001 R4,001 R4,CHG001 R4
885,ASH-014D,ASH014D,4533,,2,1,2,,5516,,,,1,,,,,,2025,7,TRUE,7/24/2025,1.新規金型,,7/17/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,ASH,014D,0,014D,014D,0,014D,014D,ASH014D
886,TKD-023,TKD023,4534,,1,1,1,,5517,,7/18/2025,,1,,,,,,2025,7,TRUE,7/30/2025,1.新規金型,,7/18/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,94.5,1. 印刷,1. 要,済,,FALSE,,FALSE,,4,TKD,023,0,023,023,0,023,023,TKD023
887,圧空BOX600治具,圧空BOX600,4535,,19,1,2,,5518,,,,1,,,,,,2025,0,TRUE,7/18/2025,1.新規金型,,7/18/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,0,圧空BOX600治具,圧空BOX600治具,0,圧空BOX600治具,圧空BOX600治具,0,圧空BOX600治具,圧空BOX600治具,圧空BOX600治具
888,YCM-076 R1,YCM076R1,4536,,1,1,2,,5519,,7/23/2025,,1,,,,,,2025,7,TRUE,7/29/2025,1.新規金型,,7/22/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,87.5,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,YCM,076 R1,0,076 R1,076 R1,0,076 R1,076 R1,YCM076 R1
889,KOS-023,KOS023,4537,,1,1,2,,5520,,7/25/2025,,1,,,,,,2025,7,TRUE,7/30/2025,1.新規金型,,7/24/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,44.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,KOS,023,0,023,023,0,023,023,KOS023
890,TE-5-159-1 R2,TE51591R2,4538,,1,1,2,,5521,,,,1,,,,,,2025,0,TRUE,7/24/2025,1.新規金型,,7/24/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,3,TE,5-159-1 R2,2,5,159-1 R2,4,159,1 R2,TE51591 R2
891,JAE-354,JAE354,4539,,1,1,2,,5522,,7/25/2025,,1,,,,,,2025,7,TRUE,7/31/2025,1.新規金型,,7/25/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,,1. 印刷,1. 要,,,FALSE,,FALSE,,4,JAE,354,0,354,354,0,354,354,JAE354
892,SHT-020,SHT020,4540,,1,1,2,,5523,,7/26/2025,,1,,,,,,2025,7,TRUE,8/4/2025,1.新規金型,,7/26/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,SHT,020,0,020,020,0,020,020,SHT020
893,MDS-006D,MDS006D,4541,,2,1,2,,5524,,,,1,,,,,,2025,7,TRUE,8/5/2025,1.新規金型,,7/26/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,MDS,006D,0,006D,006D,0,006D,006D,MDS006D
894,MMT-019 R1,MMT019R1,4542,,1,1,2,,5525,,7/29/2025,,1,,,,,,2025,7,TRUE,8/21/2025,1.新規金型,,7/29/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,93.1,1. 印刷,1. 要,なし,,FALSE,,FALSE,,4,MMT,019 R1,0,019 R1,019 R1,0,019 R1,019 R1,MMT019 R1
895,KOS-024,KOS024,4544,,1,1,2,,5526,,,,1,,,,,,2025,7,TRUE,8/18/2025,1.新規金型,,7/29/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,KOS,024,0,024,024,0,024,024,KOS024
896,APS-001D R5,APS001DR5,4545,,2,1,2,,5527,,,,1,,,,,,2025,7,TRUE,7/31/2025,1.新規金型,,7/29/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,FALSE,,,,,,FALSE,,FALSE,,4,APS,001D R5,0,001D R5,001D R5,0,001D R5,001D R5,APS001D R5
897,KOS-025,KOS025,4546,,1,1,2,,5528,,8/1/2025,,1,,,,,,2025,7,TRUE,8/21/2025,1.新規金型,,7/30/2025,,,,,1. 社内,1. 社内,,FALSE,2. 無,2. 無,±1,±1,2. 無,0,メール通り,TRUE,42,1. 印刷,1. 要,,,FALSE,,FALSE,,4,KOS,025,0,025,025,0,025,025,KOS025
